review,sentiment
okaygood metalread,positive
wonderfulproduct overal good qualitybut coat sure aboutgood sizenic design absolut valu money  read,positive
valueformoneyproduct niceread,positive
mindblow purchaseveri good product priceread,positive
terrif purchasequ nicethank flipkartread,positive
wonderfulproduct goodread,positive
fabulousexcellentread,positive
good choicenic productread,positive
goodth non stick goneread,positive
wonderfulgoodvalu moneygo itread,positive
worth everi pennynic product  read,positive
must buythi product niceread,positive
jobit induct purpos good gasread,positive
decent productokread,positive
nice productgood productread,positive
goodverri poor qualityread,positive
great productgood productread,positive
moderates small disappointedread,negative
awesomeveri good productread,positive
decent productgood product use one year still conditionread,positive
delightfulnic productsread,positive
worth moneysup niceread,positive
awesomeniceread,positive
valueformoneyokread,positive
classi productgood productread,positive
supergood productread,positive
slightli disappointedveri bad productread,negative
worth moneygood productread,positive
mindblow purchasesmal cute lookingread,positive
goodgoodread,positive
classi productexcellentread,positive
worth everi pennyr nice productread,positive
good qualiti productgoodread,positive
must buygood product  read,positive
wonderfulgd product read,positive
good qualiti productgudread,positive
simpli awesomeproduct qualiti good overal product good product qualiti bestread,positive
good choicebestread,positive
perfect productgoodread,positive
worth moneyveri nice product easi make dosa fasterread,positive
worth everi pennyveri use product happyread,positive
must buygoodread,positive
wowsuperread,positive
terrif purchaseniceread,positive
fairoveral good read,positive
valueformoneyveri goodread,positive
supernic  read,positive
wonderfulveri good product thank flipkart super finish coat qualiti also nice overal higher expect total recommend itread,positive
superawesomeread,positive
utterli disappointedpoor qualityread,negative
mindblow purchasevri nice  read,positive
excellentveri good productread,positive
great productsuperread,positive
jobokread,positive
nicegoodread,positive
supernic productread,positive
wowveri goodread,positive
terrificbest price good qualiti satisfiedread,positive
pretti goodgoodread,positive
realli nicegood qualityread,positive
wonderfulgoodread,positive
classi productnic productread,positive
supernic product  read,positive
best marketsupp  read,positive
wonderfulgood productread,positive
goodgoodread,positive
brilliantvri vri gudread,positive
nice productveri good productread,positive
horribledosa come properlyread,negative
terrificniceread,positive
mindblow purchasenic much price thank flipkart  read,positive
faircoat goodread,positive
terrif purchasegood productread,positive
awesomenic oneread,positive
goodnot work properli inductionread,negative
jobkhup valoread,positive
fabuloussup productread,positive
nice productniceread,positive
mindblow purchaseit good product  read,positive
mindblow purchaseit good itemread,positive
awesomegoodread,positive
highli recommendedgood love itread,negative
worth everi pennynic product love itread,positive
realli niceniceread,positive
highli recommendedgreat master chef paenread,positive
simpli awesomer nice tawaa wid low pricei realli like itread,positive
good choiceit excel coat also good red colour back side good mean remov first use otherwis good tawa go read,positive
fabulousr superb one im complet satisfi tawa cheap best go itread,positive
realli nicegoodread,positive
terrif purchasesuperread,positive
nice productosmread,positive
wonderfulso good product  read,positive
poorverri bad productread,negative
wonderfulit good productread,positive
wonderfulit goodread,positive
jobnic product  read,positive
excellentniceread,positive
excellentexcellentread,positive
highli recommendednic one go itread,positive
okayqu handl much good handl quiet loos apart everyth look goodread,positive
unsatisfactorynot compat induct much clear gap place induct purchas induct disappoint meread,negative
okayok badread,positive
highli recommendednic master perfect healthi largr usefullread,positive
good choicejust okread,positive
recommend allpoorread,negative
pretti goodgoodread,positive
excellentveri niceread,positive
awesomegood itemread,positive
worth moneyi happyread,positive
hate itnot good qualityread,negative
fabulousveri nice product  read,positive
worst experi everhandl screw one wasteread,negative
realli niceso good afford rs  read,positive
delightfulniceread,positive
mindblow purchasegood qualiti deliveri goodread,positive
terrificosm product  read,positive
must buyterrif productread,positive
best marketveri good  read,positive
terrificnic  read,positive
worst experi everit trash cant make dosa properli heat spread evenli worst product buy flikart dont buy thisread,negative
meet expectationsvast moneyread,negative
good choiceread,positive
worth moneygoodread,positive
realli nicegood qualiti   year warrantyread,positive
highli recommendedgood perfect choiceread,positive
best marketgood product past sticker difficult remov form frnt sideread,positive
good choicenic like good productread,positive
worthlessveri thinread,negative
good choicesup productread,positive
terrificveri good productread,positive
realli nicenot badread,positive
awesomegood qualityread,positive
awesomegoodread,positive
mindblow purchasemust buyread,positive
perfect productsuperb productsread,positive
moderateworestread,negative
terrificgood product  read,positive
wonderfulgood product low priceread,positive
worth moneygood qualityread,positive
fabuloussuperread,positive
classi productsuperread,positive
wonderfulnic got pictur  read,positive
goodgoodread,positive
horribleworst dont buyread,negative
could way betternot gudread,negative
delightfulgood handl scrue looseread,positive
must buygoodread,positive
wonderfulniceread,positive
fabuloussup qualityread,positive
nice productniceread,positive
worth everi pennyit nice productread,positive
classi productowesomeread,positive
slightli disappointedtawa ok wooden spoon wooden karadi tawa satisfact karadi noread,negative
pretti goodnic productread,positive
pretti goodgood oneread,positive
good qualiti productsup  read,positive
okaysuperread,positive
terrificgoodread,positive
goodgoodread,positive
goodnot bad avarageread,positive
terrificniceread,positive
best marketveri good productread,positive
awesomewonderfulread,positive
brilliantvalu moneyread,positive
highli recommendedveri nice thank flipkartread,positive
